,Season,Sentence,labels
14092,Season 4,I can't go back there. She's in there.,disgust
14093,Season 4,"What, are you afraid of a dead whore?",fear
14094,Season 4,You shot me. You're no son of mine.,anger
14095,Season 4,I am your son. I have always been your son.,neutral
14096,Season 4,"What have you done? Quickly. Trust me, my friend, I've brought you this far.",surprise
14097,Season 4,I want to see the captain.,sadness
14098,Season 4,You're seeing him.,disgust
14099,Season 4,"I want to go north, to the wall.",fear
14100,Season 4,No you don't.,neutral
14101,Season 4,I can pay.,sadness
14102,Season 4,There is nothing in the north but ice and war and pirates.,neutral
14103,Season 4,"I wouldn't need a cabin. Please, I could work, scrubbing the floors, or…",neutral
14104,Season 4,"I'm not going north, child, we're going home.",neutral
14105,Season 4,Where's home?,neutral
14106,Season 4,The Free City of Braavos.,neutral
14107,Season 4,"Wait, I have something else.",neutral
14108,Season 4,More silver won't make a difference.,neutral
14109,Season 4,"It's not silver, it's iron.",neutral
14110,Season 4,Valar morghulis.,neutral
14111,Season 4,"How did you… valar dohaeris. Of course, you shall have a cabin.",neutral
14112,Season 5,We shouldn't be out here alone.,sadness
14113,Season 5,Why not?,neutral
14114,Season 5,If your father hears…,anger
14115,Season 5,He'll never know we've been gone.,surprise
14116,Season 5,But if he finds out…,neutral
14117,Season 5,You don't need to be afraid of my father.,fear
14118,Season 5,Are you sure?,surprise
14119,Season 5,Yes.,neutral
14120,Season 5,We shouldn't go in.,fear
14121,Season 5,Of course we should.,neutral
14122,Season 5,Get out. Get out!,anger
14123,Season 5,Let's go…,neutral
14124,Season 5,No.,neutral
14125,Season 5,Listen to your friend.,disgust
14126,Season 5,They said that you were terrifying. With cat's teeth and three eyes. You're not terrifying. You're boring.,fear
14127,Season 5,You don't know what I am.,surprise
14128,Season 5,I know you're a witch and you can see the future. Tell me mine.,neutral
14129,Season 5,Everybody wants to know their future. Until they know their future.,neutral
14130,Season 5,This is my father's land. My land. Tell me my future or I'll have your two boring eyes gouged out of your head.,anger
14131,Season 5,Your blood. Give me a taste.,anger
14132,Season 5,Three questions you get. You won't like the answers.,disgust
14133,Season 5,I've been promised to the prince. When will we marry?,neutral
14134,Season 5,You'll never wed the prince. You'll wed the king.,neutral
14135,Season 5,But I will be queen?,neutral
14136,Season 5,"Oh yes, you'll be queen. For a time. In comes another. Younger, more beautiful, to cast you down and take all you hold dear.",neutral
14137,Season 5,Will the king and I have children?,sadness
14138,Season 5,"No. The king will have 20 children, and you will have 3.",neutral
14139,Season 5,That doesn't make sense.,disgust
14140,Season 5,Gold will be their crowns. Gold their shrouds.,neutral
14141,Season 5,"Come on, we have to go. We have to go! Cersei!",anger
14142,Season 5,"Your grace, we are honored by your presence. The mourners are waiting.",neutral
14143,Season 5,They will keep waiting. I want a moment alone with him.,sadness
14144,Season 5,"But your grace, many of these lords and ladies have travelled day and night to be here…",neutral
14145,Season 5,From all seven kingdoms…,neutral
14146,Season 5,They will wait.,neutral
14147,Season 5,"He never wanted you to be a King's Guard, but here you are, protecting his dead body.",neutral
14148,Season 5,"What he built. The towers. He built it for us. He meant it for us. They're going to try to take it away, all of it.",anger
14149,Season 5,They?,surprise
14150,Season 5,All of them out there are enemies. They're waiting a night to make sure he's really dead and as soon as they see the stones on his eyes they'll set to work on tearing us apart.,neutral
14151,Season 5,"They had nothing to do with it. The man who murdered our father, he tore us apart, he's the enemy. I've been telling you for years, you've been defending him for years…",anger
14152,Season 5,This is exactly what they want.,neutral
14153,Season 5,and now our father is dead. And that little monster is out there somewhere drawing breath. Did you set him free?,anger
14154,Season 5,"Tyrion may be a monster but at least he killed our father on purpose. You killed him by mistake. With stupidity. You're a man of action, aren't you? When it occurs to you to do something you do it, nevermind the consequences. Take a look. Look at the consequences. Here they are. He loved you more than anyone in this world.",anger
14155,Season 5,Apologies.,sadness
14156,Season 5,I still don't see why I had to stay in this fucking crate once we set sail.,anger
14157,Season 5,"I saved your life. If they catch you, they catch me. I cannot say I feel overly guilty about leaving you in that “fucking crate”.",anger
14158,Season 5,Do you know what it's like to stuff your shit through one of those air holes?,disgust
14159,Season 5,No. I only know what it's like to pick up your shit and throw it overboard.,disgust
14160,Season 5,Pentos?,surprise
14161,Season 5,"The home of my colleague. Ilyrio Mopatis. A merchant. He and I met many years ago, through mutual friends. A group of people who saw Robert Baratheon for the disaster he was. We tried to do what was best for the realm by supporting the Targaryen restoration. And thus began the chain of mistakes that has led us both here. Things have gotten worse, not better. Westeros needs to be saved from itself.",disgust
14162,Season 5,Much better.,neutral
14163,Season 5,My lord?,surprise
14164,Season 5,I don't think I am anymore. A lord. Are you a lord if you kill your father? I don't suppose they revoke your nobility for killing a whore. That has to be happen all the time.,disgust
14165,Season 5,You already drank yourself across the Narrow Sea.,disgust
14166,Season 5,In a box. Why stop now?,anger
14167,Season 5,Because we are talking about the future of our country.,neutral
14168,Season 5,The future is shit. Just like the past.,disgust
14169,Season 5,You want the same? Same as always?,neutral
14170,Season 5,You… you don't have to.,neutral
14171,Season 5,Habit.,disgust
14172,Season 5,Sons of the Harpy?,neutral
14173,Season 5,"Yes, your grace. They left it on the body.",neutral
14174,Season 5,They've never killed before.,neutral
14175,Season 5,"It was only a matter of time, your grace. Conquerors are always met with resistance.",neutral
14176,Season 5,I didn't conquer them. Their own people did.,neutral
14177,Season 5,"They do not see us as people, Your Grace.",disgust
14178,Season 5,"Then they will have to learn to see things differently, Mossador. He did not risk his life fighting for freedom so cowards in masks could take it away. And I did not take up residence in this pyramid so I could watch the city below decline into chaos. What was the name of the man you lost?",neutral
14179,Season 5,"White Rat, your grace.",neutral
14180,Season 5,I want him buried with honor. Publicly. In the Temple of the Graces.,sadness
14181,Season 5,The Sons of the Harpy will hear that message.,neutral
14182,Season 5,Make them very angry.,anger
14183,Season 5,Angry snakes lash out. Makes chopping off their heads that much easier. Find the men who did this and bring them to me.,anger
14184,Season 5,Torgo Nudho.,neutral
14185,Season 5,Missandei hin Naath.,neutral
14186,Season 5,I wanted to speak with you.,sadness
14187,Season 5,Why do you come?,surprise
14188,Season 5,"White Rat, the Unsullied who… I have heard they found his body in a brothel. I have heard that more than one Unsullied has been known to visit Meereen's brothels. May I ask you why? Why would an Unsullied go to a brothel?",surprise
14189,Season 5,I do not know. I must go.,fear
14190,Season 5,Get your shield up.,neutral
14191,Season 5,It's too heavy.,sadness
14192,Season 5,"If it wasn't heavy it wouldn't stop a sword, now get it up.",anger
14193,Season 5,Come. Try it again. Drive at me. Keep your shield up. Or I'll ring your head like a bell.,anger
14194,Season 5,"Shouldn't you be training, too?",anger
14195,Season 5,"Well, I'm hardly a new recruit. How many brothers can say they've killed a white walker and a Thenn? I might be the first in history!",surprise
14196,Season 5,These men need a firm hand. Always have. They're poachers and thieves.,neutral
14197,Season 5,Not soldiers.,neutral
14198,Season 5,That one hates me.,anger
14199,Season 5,If Ser Alliser is chosen as the new Lord Commander… he hates the wildlings.,disgust
14200,Season 5,All the wildlings.,neutral
14201,Season 5,Don't let them send us away.,anger
14202,Season 5,"It's not a sure thing. Ser Denys Mallister has commanded the Shadow Tower for 20 years, and people say he's a good man. He's running against Ser Alliser--",neutral
14203,Season 5,Sam! Don't let them send us away.,anger
14204,Season 5,"I told you. Wherever you go, I go, too.",neutral
14205,Season 5,"You can't leave, they'll execute you.",anger
14206,Season 5,"Good, good, pivot! Don't forget to pivot! Shield up!",joy
14207,Season 5,The king wants a word.,neutral
14208,Season 5,"You're not cold, my lady?",anger
14209,Season 5,"Never. The Lordo s fire lives within me, Jon Snow.",anger
14210,Season 5,Feel.,neutral
14211,Season 5,Are you a virgin?,surprise
14212,Season 5,No.,neutral
14213,Season 5,Good.,neutral
14214,Season 5,Your grace. The bastard of Winterfell.,anger
14215,Season 5,You know who rules at Winterfell now?,neutral
14216,Season 5,Roose Bolton.,neutral
14217,Season 5,The traitor who plunged a dagger into Robb Stark's heart. Don't you want to avenge him?,anger
14218,Season 5,"I want a great many things, your grace. But I'm a sworn brother of the Night's Watch now.",neutral
14219,Season 5,I've been talking to your sworn brothers. Many of them love you.,joy
14220,Season 5,They're good men.,neutral
14221,Season 5,Many don't. You were seen taking the body of a wildling girl north of the Wall. Why?,disgust
14222,Season 5,It's where she belonged.,neutral
14223,Season 5,Some of the Night's Watch feel you have too much affection for the wildlings.,neutral
14224,Season 5,They were born on the wrong side of the wall. That doesn't make them monsters.,neutral
14225,Season 5,No matter. I shall take back the North from the thieves who stole it. Tywin Lannister is dead. He can't protect them now. I shall mount Roose Bolton's head on a spike. But if I'm to take Winterfell I'll need more men.,anger
14226,Season 5,The men of the Night's Watch are sworn to play no part--,neutral
14227,Season 5,I'm not talking about the damn Night's Watch. I'm talking about the wildlings.,neutral
14228,Season 5,"Your grace, you want the wildlings to march in your army?",neutral
14229,Season 5,"If they swear to follow me, I'll pardon them. We'll take Winterfell. Once the North is won, I'll declare them citizens of the realm. I'll give them land to live on.",anger
