Season,Sentence,labels
Season 5,"I adore how she has always been so generous with me, so kind. And the horror she's had to injure. . Losing her husband, her eldest child and her father. It's no wonder she's so protective of you. She'll never let you out of her sight.",fear
Season 5,"You look very much in love. The first days of marriage are often so blissful. She's certainly very pretty, isn't she? Like a doll, she smiles quite a lot. Do you think she's intelligent? I can't quite tell. Not that it matters.",joy
Season 5,Do you ever miss Casterly Rock?,sadness
Season 5,There's nothing for me in Casterly Rock.,sadness
Season 5,That's where you grew up. . You always told me that you liked the people there better. You said that King's Landing smelled of horse dung and sour milk.,disgust
Season 5,Why are we speaking of Casterly Rock?,surprise
Season 5,"The way that you talked about it, I always thought that you missed it. That you... That it was your real home.",surprise
Season 5,This is my real home now. Where my family lives.,neutral
Season 5,"I want you to be happy, mother.",joy
Season 5,"I know that. I know you do, my sweet boy.",joy
Season 5,But wouldn't you be happier in Casterly Rock?,sadness
Season 5,"I said, ""Darling, surely 4 times is enough, are you trying to set a new record?"" . And he said, ""Well, what is the record? I'm sure we can break it.""",neutral
Season 5,Mother! . Welcome.,joy
Season 5,Don't you look lovely. Marriage agrees with you.,neutral
Season 5,Can we bring you anything to eat or drink? I wish we had some wine for you. It's a bit early in the day for us.,neutral
Season 5,"No, no. I, I can't stay. I just wanted to let you know if, there is ever anything I can do for you.",sadness
Season 5,You are very sweet.,neutral
Season 5,Tommen seems quite taken with his new queen.,neutral
Season 5,I absolutely adore him. You raised a gallant young man. I'm forever grateful.,joy
Season 5,Good. Good. I'm glad to hear you're happy.,joy
Season 5,"Ecstatic. I really am. Exhausted, to be honest, but what can I expect, he is half lion, half stag. .",disgust
Season 5,I'll leave you to it then. .,neutral
Season 5,"Oh, forgive me, I haven't been at Court for long, I get so confused. What's the proper way to address you now? Queen Mother or Dowager Queen?",neutral
Season 5,There's no need for such formalities.,neutral
Season 5,"In any event, judging from the King's enthusiasm, the Queen Mother will be a Queen Grandmother soon.",neutral
Season 5,Won't that be a lovely day.,joy
Season 5,Can you imagine the celebrations? They'll ring the bells all day and night.,surprise
Season 5,Remember. Anything you need.,neutral
Season 5,We can't hold the North with terror alone.,fear
Season 5,You can't hold the North if you let these lesser lords insult us.,anger
Season 5,"I sent you there to collect taxes, not bodies.",neutral
Season 5,"Lord Cerwyn refused to pay. Said the Warden of the North would always be a Stark, and he'd be damned if he kissed a traitor's boot.",anger
Season 5,He left you no choice.,disgust
Season 5,"I flayed him living, along with his wife and brother. Made his son watch.",anger
Season 5,And?,surprise
Season 5,The new Lord Cerwyn paid his taxes.,neutral
Season 5,I have something important to tell you. Stop eating and listen.,anger
Season 5,We don't have enough men to hold the North if the other Houses rise up against us. Do you understand that?,neutral
Season 5,Our pact with the Lannisters protects -,neutral
Season 5,"I had a pact with Tywin Lannister, and Tywin Lannister is dead. The remaining Lannisters are a thousand miles away dealing with that fact. They've never once in the history of the Seven Kingdoms sent their army this far north. If you think they will for us, you're a fool. We become a great house by entering in alliances with other houses, and parleying those alliances into greater power. The best way to forge a lasting alliance isn't by peeling a man's skin off. The best way is marriage. . Now that you're a Bolton by royal decree, it's time you married a suitable bride. And as it happens, I found the perfect girl to solidify our hold in the North.",neutral
Season 5,That's Moat Cailin.,neutral
Season 5,"Yes. A bit shabby, isn't it? You've been here before.",disgust
Season 5,"On our way down to King's Landing, with my father and Arya and… where are you taking me?",surprise
Season 5,Home.,neutral
Season 5,"The Boltons have Winterfell. . The marriage proposal, it wasn't for you?",surprise
Season 5,No.,neutral
Season 5,Roose Bolton murdered my brother. He betrayed my family!,anger
Season 5,He did.,neutral
Season 5,He serves the Lannisters.,neutral
Season 5,For now.,neutral
Season 5,I won't go.,anger
Season 5,Winterfell is your home.,neutral
Season 5,Not anymore.,neutral
Season 5,Always. You're a Stark. Dyeing your hair doesn't change that. You're Sansa Stark. The eldest surviving child of Ned and Catelyn Stark. Your place is in the North.,neutral
Season 5,I can't marry him. You can't make me. He's a traitor. A murderer.,anger
Season 5,"You're not marrying Roose Bolton. No, you'll be marrying his son and heir, Ramsay. One day he'll be Warden of the North and you will -",neutral
Season 5,No!,anger
Season 5,Sansa -,neutral
Season 5,"No, you can't make me. I will starve myself. I will die before I have to go there.",anger
Season 5,"I won't force you to do anything. Don't you know by now how much I care for you? Say the word and we turn the horses round, but listen to me. Listen. . You've been running all your life. Terrible things happened to your family and you weep. You sit alone in a darkened room, mourning their fates. You've been a bystander to tragedy from the day they executed your father. Stop being a bystander, do you hear me? Stop running. There's no justice in the world. Not unless we make it. You loved your family. Avenge them.",sadness
Season 5,How do we get through there?,surprise
Season 5,We don't. We go around. .,neutral
Season 5,It sets miles out of the way. We'll lose sight of them.,neutral
Season 5,Doesn't matter. I know where they're going.,neutral
Season 5,Aren't you getting a bit old to be a squire? How did you end up squiring for the Imp?,neutral
Season 5,He hates that nickname.,disgust
Season 5,"Well, he's not here to complain about it, is he?",neutral
Season 5,"I squired for a knight name Ser Lorimer during the War of the Five Kings. One night, he had a bit too much to drink. And he was famished, so he borrowed a ham.",sadness
Season 5,He borrowed it?,surprise
Season 5,"He wasn't a thief. He was drunk and hungry and he wasn't thinking. I was drunk too. He gave me half the ham. Next morning, one of the guards saw him passed out, under a wagon, with the ham bone still in his hand. They hanged the man afternoon. They tied the noose for me too, but, Lord Tywin heard my family name was Payne. So he pardoned me, and sent me to King's Landing to squire for his son.",disgust
Season 5,As punishment. For both of you.,anger
Season 5,It didn't seem that way. Lord Tyrion was always very good to me.,neutral
Season 5,"Yes, all of your lords were very kind to you. All except me. Sorry you have to squire such a nasty person.",disgust
Season 5,I'm not sorry. You're the best fighter I've ever seen. You beat The Hound. I'm proud to be your squire.,neutral
Season 5,I'm sorry I'm always snapping at you.,anger
Season 5,If you wouldn't snap at me I wouldn't learn anything.,anger
Season 5,"You want to be a knight, Pod?",surprise
Season 5,Yes.,neutral
Season 5,"Starting tomorrow, we'll train with the sword twice a day, before we ride in the morning and after we camp for the evening. . And I'm going to show you how to ride properly.",neutral
Season 5,Thank you.,neutral
Season 5,"I can't knight you, but I can teach you how to fight.",neutral
Season 5,I suppose that's more important.,neutral
Season 5,"You weren't a knight, but you were a Kingsguard to Renly Baratheon, weren't you?",surprise
Season 5,I was.,neutral
Season 5,Lord Tyrion said he was a good man.,joy
Season 5,He was.,neutral
Season 5,But how did you end up serving Renly?,surprise
Season 5,"When I was a girl, my father held a ball. I'm his only living child, so he wants to make a good match for me. He invited dozens of young lords to Tarth. I didn't want to go, but he dragged me to the ballroom. . And it was wonderful. None of the boys noticed how mulish and tall I was. The shoved each other, and threatened to duel if they thought it was their turn to dance. And whispered in my ear how they wanted to marry me and take me back to their castles. . My father smiled at me and I smiled at him. I'd never been so happy. . Till I saw a few of the boys sniggering. And then they all started to laugh, they couldn't keep the game going any longer. They were toying with me. ‘Brienne the Beauty', they called me. Great joke. And I realized I was the ugliest girl alive. A great lumbering beast. I tried to run away, but Renly Baratheon took me in his arms. “Don't let them see your tears,” he told me. “They're nasty little shits. The nasty little shits aren't worth crying over.” He danced with me and none of the other boys could say a word. And he was the king's brother after all.",disgust
Season 5,But wasn't he... Lord Tyrion said he was...,neutral
Season 5,"Yes, Pod, he liked men, I'm not an idiot. He didn't love me, he didn't want me, he danced with me because he was kind and he wouldn't see me hurt. He saved me from being a joke. From that day until his last day. And I couldn't save him in return. Nothing's more hateful than failing to protect the one you love. One day, I will avenge King Renly.",anger
Season 5,But you said a shadow murdered him. How do you fight a shadow?,anger
